# @VGMT1.0
# @R63.265608/142.724686/15.003562/56.389336                              
# @Jp"+proj=longlat +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +no_defs "
# @Jw"GEOGCS[\"unnamed\",DATUM[\"MIF 0\",SPHEROID[\"WGS 84 (MAPINFO Datum 0)\",6378137.01,298.257223563],TOWGS84[0,0,0,0,0,0,0]],PRIMEM[\"Greenwich\",0],UNIT[\"degree\",0.0174532925199433]]"
# @GPOLYGON
# @NField1
# @Tstring
# FEATURE_DATA
>
# @D
# @P
86.695117 42.48547
87.312141 42.590197
87.683688 42.639149
87.823762 42.864359
88.241882 43.108649
88.893035 43.235873
89.690509 43.230177
90.118275 43.154289
90.691473 43.24868
91.106498 43.344033
91.447041 43.390325
92.036329 43.430684
92.382205 43.387467
92.603133 43.490715
91.715844 43.576945
91.101903 43.55713
90.686197 43.587642
90.259848 43.653239
89.8577 43.569881
89.462011 43.587136
89.015137 43.772361
88.704044 43.914339
88.332733 43.957819
87.989977 43.852923
87.709676 43.785285
87.430284 43.716477
87.150892 43.656269
86.859868 43.664877
86.198794 43.795946
85.500747 43.889643
84.940688 43.992683
84.533078 44.019891
84.022714 43.885824
83.667105 43.728267
83.146605 43.626855
82.248224 43.523664
81.528713 43.426103
80.920728 43.322664
80.245241 43.219229
79.705774 43.081859
79.034952 42.946003
78.473877 42.797083
77.946504 42.762481
77.728976 42.801088
77.229767 42.705336
76.548197 42.625734
76.138229 42.504396
75.511093 42.3857
75.063274 42.389504
74.483462 42.343278
73.563816 42.217978
72.936417 42.190705
72.67685 42.099351
72.544861 42.048161
72.374006 41.999236
72.185827 41.988668
71.878144 42.083567
71.447128 42.168031
71.024434 42.192151
70.490818 42.057559
69.866663 41.780408
69.324872 41.629262
68.501896 41.424235
67.617955 41.096713
65.9053 40.810653
65.142636 40.603105
64.377416 40.42282
63.265608 40.136583
63.647566 39.496221
64.369436 38.919608
64.933735 38.304179
65.14171 37.691133
65.902926 37.155246
66.29755 36.816792
>
# @D
# @P
94.121339 43.258706
93.81307 43.362231
93.559445 43.469943
93.202221 43.564779
92.523402 43.668788
92.117028 43.667084
91.824169 43.704279
91.246557 43.677446
90.919013 43.708099
90.570892 43.810701
90.211825 43.759774
89.757431 43.731747
89.52503 43.735319
89.170084 43.909537
88.890556 44.006184
88.523 44.122015
88.230016 44.154972
87.849703 44.110356
87.51011 44.0555
87.219072 44.102473
87.066984 44.156254
86.85768 44.201858
86.664424 44.220535
86.498433 44.202937
86.285395 44.235079
86.13577 44.277905
85.973361 44.270863
85.865804 44.299637
85.75285 44.322114
85.647557 44.34111
85.569072 44.378781
85.438893 44.378608
85.314532 44.362165
85.105803 44.376269
84.917954 44.399612
84.654968 44.466074
84.426873 44.447259
84.292283 44.370536
84.119941 44.37276
83.992796 44.406314
83.821223 44.448609
83.554464 44.524336
83.297631 44.572786
83.139677 44.640132
82.99505 44.652279
82.942508 44.618902
82.98289 44.517214
83.055284 44.375717
82.976004 44.244863
82.850678 44.127891
82.879117 44.035545
82.799626 43.927566
82.68905 43.869569
82.401205 43.773143
82.164342 43.686418
81.526413 43.632955
81.102997 43.612942
80.483054 43.498835
80.069592 43.446763
79.673283 43.397189
79.153767 43.376696
78.728549 43.330203
77.896851 43.257832
76.89169 43.143587
76.369231 43.052278
75.733245 42.833781
75.176728 42.736669
74.858448 42.779546
74.482278 42.797567
73.936068 42.68302
73.603574 42.735943
73.205172 42.796116
72.782425 42.808984
73.400313 42.987759
73.810528 43.112621
74.347257 43.25772
74.897224 43.379428
75.360132 43.439661
76.553847 43.947753
77.47392 44.375913
78.571191 44.747287
79.790305 45.04218
80.652057 45.231536
81.442799 45.490938
81.920362 45.923574
82.406842 46.388338
82.896448 46.845336
83.599875 47.309607
84.227406 47.731936
84.442561 48.584062
84.56571 49.085752
85.016782 48.803704
85.385209 48.602779
85.839684 48.398235
86.313166 48.257051
86.792347 48.038403
87.144705 47.901672
87.488755 47.840158
87.854957 47.653082
88.462338 47.412305
89.235269 47.10462
89.840146 46.834248
90.212965 46.32711
90.287836 46.007634
90.44288 45.724992
90.553741 45.471696
90.973527 45.094763
91.360166 44.98495
91.580111 44.739751
91.755686 44.532134
91.995507 44.334819
92.356514 44.056754
92.778685 43.929765
93.11673 43.863399
93.473432 43.714738
93.966789 43.422194
94.121339 43.258706
>
# @D
# @P
102.879095 49.370464
102.850554 49.14234
102.733137 48.833893
102.65749 48.326501
102.71341 47.814199
102.924069 47.398262
103.371487 46.78135
103.68825 46.121771
104.165715 45.184039
104.558421 44.269318
104.819114 43.598424
104.967964 43.22067
104.969061 42.961313
104.710702 43.186444
103.885252 43.721638
103.099761 44.25511
102.723961 44.48432
102.179921 44.667203
101.458843 44.860819
100.494244 45.023423
99.283362 45.124054
98.035942 45.199077
96.508502 45.211971
95.519395 45.214459
94.539242 45.010265
93.72811 44.944023
93.167167 44.96379
92.752885 44.982419
91.896933 44.980825
91.339647 44.987127
90.964901 45.100917
90.551385 45.476744
90.290314 45.99918
90.211339 46.320965
89.833064 46.834008
89.191879 47.123846
88.356748 47.447625
87.674166 47.740618
87.444396 47.858914
87.104436 47.908139
86.403014 48.22015
85.839684 48.398235
85.351612 48.608336
84.988622 48.831912
84.576219 49.077318
84.652712 49.449157
85.524238 49.790856
85.97531 49.960088
86.426382 50.101112
87.04129 50.34215
87.610382 50.524184
88.021595 50.3143
88.559879 50.108303
88.998509 49.959457
89.324996 49.915065
89.972047 49.965458
90.456038 50.098314
90.842142 50.171682
91.15502 50.249624
91.597616 50.145111
92.3254 49.891817
92.932648 49.761457
93.645168 49.675168
94.095786 49.478449
94.901857 49.370771
95.686261 49.283115
96.239507 49.284694
97.187031 49.217205
98.102566 49.204721
99.082369 49.254734
99.835977 49.295561
100.477515 49.325382
100.997308 49.35605
101.30777 49.461991
101.974697 49.414494
102.502097 49.429091
102.879095 49.370464
>
# @D
# @P
87.605319 50.524889
88.067802 50.674696
88.418993 50.781139
88.898984 50.923218
89.17873 51.004856
90.032248 51.097656
90.317266 51.153922
90.985211 51.361609
91.201956 51.462823
91.526621 51.627177
91.925223 51.736285
92.237403 51.736419
92.751741 51.722231
93.275631 51.715296
93.473609 51.716021
94.00987 51.765176
94.31995 51.793384
94.715003 51.812403
95.041775 51.83189
95.391246 51.849784
95.959886 51.880305
96.415749 51.900798
96.88539 51.9062
97.42514 51.9169
97.98842 51.944102
98.744895 51.973123
99.422606 51.934408
100.211982 51.877992
100.775822 51.793384
101.33963 51.793384
101.821839 51.671007
102.178166 51.651288
102.51474 51.62978
103.13464 51.710178
103.653515 51.630254
103.973459 51.566492
103.85246 51.395519
103.723391 51.209813
103.603252 51.020703
103.400786 50.600445
103.244619 50.287258
103.02537 49.998145
102.952969 49.60216
102.882709 49.371226
102.496752 49.428155
101.870724 49.420632
101.313707 49.465139
101.004848 49.358201
100.28931 49.31321
99.121987 49.24497
98.236003 49.202689
97.320517 49.215996
96.218178 49.295432
95.686261 49.283115
94.805462 49.373654
94.087661 49.489658
93.635929 49.683374
92.900527 49.766839
92.366312 49.88385
91.583987 50.151275
91.15502 50.249624
90.586702 50.124758
89.973286 49.971138
89.351227 49.919642
88.979841 49.9568
88.446143 50.151746
87.925457 50.359995
87.605319 50.524889
>
# @D
# @P
104.967538 42.991055
104.248388 43.518321
103.6816 43.879416
102.75013 44.502639
101.42335 44.855787
100.55235 45.014449
99.204383 45.132628
97.889969 45.217376
95.590571 45.217416
94.634253 45.032784
93.763986 44.935197
92.788811 44.987454
91.377875 44.975789
91.778381 44.511038
92.355137 44.058817
92.781905 43.931524
93.141019 43.851072
93.463945 43.715347
93.760851 43.548072
93.978088 43.416045
94.365378 42.970072
94.914706 42.661842
95.681092 42.315542
96.439436 41.882038
97.050301 41.490793
97.789862 41.062
98.411724 40.608257
99.333298 39.894832
99.580598 39.724283
99.978881 39.589798
100.289655 39.388925
100.779803 39.247228
101.301379 38.952882
101.671695 38.859103
102.196782 38.467802
102.463909 38.233171
102.58159 38.031607
102.75091 37.845936
102.960159 37.740211
103.415409 37.605498
103.924421 37.455012
104.265357 37.400083
104.694789 37.383147
105.137775 37.388773
105.380397 37.421107
105.613788 37.616947
105.775593 37.73963
105.742538 38.055376
105.664195 38.346188
105.704618 38.723078
105.763715 39.053646
105.963693 39.400311
105.863828 39.78475
105.857912 40.172187
105.802169 40.593487
105.525493 41.466675
105.300251 42.200943
105.089048 42.665094
105.01531 42.780407
104.967538 42.991055
>
# @D
# @P
98.343831 28.567506
97.817463 28.588186
97.595223 28.422738
97.443159 28.267634
97.103943 28.040146
96.916791 27.957422
96.940183 27.740274
97.045447 27.316314
97.097647 26.902694
97.045181 26.499148
96.955544 26.144971
96.856723 25.789179
96.644185 25.192121
96.285949 24.720341
96.086295 24.203845
96.004407 23.304227
95.969319 22.321885
96.004407 21.46363
96.016103 20.719118
96.168167 19.778138
96.273447 19.023286
96.437207 18.495926
96.495687 17.710058
96.390407 17.05861
96.285143 16.427842
96.285143 15.735034
96.387593 15.003562
99.808015 15.083619
99.653911 15.672994
99.490151 16.179674
99.572039 16.57261
99.560343 16.965546
99.513543 17.255074
99.45286 17.506553
99.572039 17.875498
99.864487 18.216738
100.005381 18.512009
99.958055 18.888862
99.724103 19.436906
99.700695 19.757458
99.782599 20.01597
99.817703 20.284822
99.981447 20.905246
99.981447 21.70146
100.039943 22.228821
99.958055 22.621758
99.677303 23.004354
99.384887 23.221503
99.162631 23.573078
98.952087 23.831589
98.811719 24.017717
98.706439 24.276228
98.624567 24.58644
98.519287 24.938016
98.460807 25.217208
98.437415 25.50674
98.554391 25.79627
98.764935 26.313294
98.870199 26.72691
98.870199 27.16121
98.835111 27.554146
98.54665 27.969338
98.460807 28.340018
98.343831 28.567506
98.261959 28.567506
98.343831 28.567506
>
# @D
# @P
98.683047 28.546826
98.928695 28.071166
99.045655 27.595506
99.209415 27.047462
99.150935 26.385674
99.162631 25.992738
99.338087 25.486058
99.525239 25.186186
99.373175 24.762228
99.408279 24.038398
99.653911 23.428312
100.075015 22.91129
100.601383 22.508013
100.856237 22.232779
100.788551 21.928948
100.472743 21.215458
100.180295 20.398566
100.051623 19.767798
100.367463 18.516606
100.320679 17.968562
100.1455 17.569467
100.215399 17.234394
100.262183 16.458866
100.203687 16.04525
100.518845 15.040575
109.00798 15.042338
108.964871 15.62129
108.555463 16.055586
108.087559 16.520906
107.643079 17.006906
107.069927 17.616994
106.789191 18.123674
106.449959 18.754438
106.227719 19.10601
106.379783 20.098694
106.192647 20.388226
105.689671 20.894906
104.461447 22.135758
103.513991 23.097418
102.940839 23.324908
102.379367 23.531716
101.969959 23.748866
101.466983 24.348611
100.882119 24.948356
100.344071 25.434356
100.215399 25.661846
100.06816 25.918014
99.918653 26.084863
99.943044 26.402575
100.039943 26.72691
99.911271 27.088826
99.595431 27.626526
99.314695 28.11253
98.683047 28.546826
>
# @D
# @P
123.247237 42.744743
122.851172 42.743723
122.57899 42.730256
122.306912 42.716254
122.101397 42.670077
121.799304 42.580425
121.563307 42.561911
121.297661 42.468188
121.017037 42.388106
120.829018 42.325931
120.637543 42.238075
120.418748 42.203525
120.112143 42.175187
119.8199 42.119451
119.549087 42.087317
119.281812 42.080108
119.065779 42.056141
118.782633 42.061859
118.443626 42.044802
118.123828 42.038599
117.911128 42.038296
117.576489 42.057324
117.225333 42.08922
116.909152 42.118434
116.64449 42.131592
116.416179 42.155341
116.166765 42.141227
116.007852 42.148322
115.757522 42.120701
115.556388 42.039416
115.305673 41.998212
115.108108 41.954576
114.84291 41.951485
114.68347 41.944277
114.415984 41.902058
114.134136 41.910934
113.887463 41.918224
113.623118 41.925541
113.29054 41.985176
113.010921 42.05562
112.746483 42.074022
112.51636 42.065701
112.179531 42.033183
111.878313 41.999351
111.648248 41.976793
111.453097 41.927911
111.240148 41.853361
111.063215 41.803767
110.85194 41.805292
110.570126 41.794039
110.37661 41.820308
110.182954 41.846304
109.971514 41.923151
109.759581 42.012463
109.600517 42.037691
109.38855 42.036952
109.159374 41.997433
108.93026 41.970315
108.70109 41.955595
108.524406 41.966623
108.243347 41.912226
107.787733 41.816224
107.595782 41.761889
107.353728 41.642426
107.164068 41.549188
107.077927 41.509046
107.381009 41.374611
107.644309 41.35383
107.74927 41.355589
108.066564 41.271004
108.345883 41.287411
108.608087 41.2903
108.818071 41.279477
109.153161 41.026555
109.415472 40.900242
109.676593 40.83725
109.919916 40.760992
110.128034 40.671586
110.283801 40.607516
110.682738 40.6698
111.047105 40.692905
111.39557 40.779008
111.606107 40.878733
111.920974 40.95115
112.060513 40.961832
112.28271 40.830546
112.611761 40.798973
112.924194 40.792494
113.284042 40.681987
113.560638 40.662128
113.750505 40.644161
114.065691 40.698793
114.381345 40.752689
114.699101 40.831344
114.823092 40.865273
115.029634 40.832126
115.319903 40.75702
115.611529 40.706776
115.982998 40.575644
116.252913 40.48659
116.509457 40.448761
116.690995 40.350286
117.027995 40.256223
117.449961 40.156544
117.739023 40.114454
118.062027 40.069666
118.461476 39.942437
118.775721 39.832411
119.112332 39.771265
119.33075 39.730432
119.608249 39.748987
119.83646 39.783461
120.179402 39.89851
120.384933 40.010774
120.642409 40.11863
120.826514 40.193561
121.064397 40.392169
121.251956 40.59475
121.413364 40.735199
121.724614 40.823947
122.038717 40.924655
122.312665 40.989818
122.455199 41.002395
122.680164 41.084287
123.018122 41.399695
123.295029 41.656232
123.529402 41.865142
123.717484 42.104352
123.977073 42.336208
124.205653 42.583994
124.301616 42.703298
124.067145 42.701739
123.671313 42.70307
123.479416 42.735013
123.247237 42.744743
>
# @D
# @P
103.901672 34.217869
103.913494 34.480396
103.926374 34.730137
103.917062 34.851031
103.902301 35.041892
103.570401 35.156258
103.282705 35.214668
103.032155 35.395873
102.737971 35.596482
102.431015 35.744593
102.063206 35.837094
101.553717 36.021508
101.27967 36.130861
100.979701 36.173876
100.655469 36.278402
100.170652 36.344266
99.932772 36.402496
99.61737 36.543672
99.203076 36.791156
98.99571 36.865273
98.836691 36.860323
98.656454 36.844473
98.52606 36.876964
98.372341 36.83661
98.053173 36.83367
97.794588 36.879893
97.596228 36.904974
97.292095 36.945808
96.905698 36.862613
96.669462 36.970845
96.451197 37.064056
96.125649 37.085192
95.711926 37.181033
95.373076 37.464679
95.124048 37.706593
94.897538 37.912192
94.469553 38.183808
94.253778 38.402871
93.956239 38.598793
93.571018 38.718652
93.21754 38.919181
92.960269 39.066914
92.719612 39.138849
92.297158 39.030585
91.850067 38.956254
91.366607 38.823212
90.987497 38.690492
90.639762 38.639094
90.150704 38.474141
89.719369 38.355153
89.233212 38.251747
88.828961 38.224996
88.519675 38.225885
88.264956 38.15698
87.731726 37.987181
87.16081 37.83421
86.681654 37.721344
86.341604 37.658617
85.618907 37.351293
85.253894 37.162121
84.654005 37.016564
84.157196 36.823114
83.717732 36.665682
83.396643 36.465625
83.025582 36.266771
83.544664 36.285865
83.960724 36.307657
84.282103 36.308532
84.719049 36.266272
85.317482 36.346686
85.778092 36.436809
86.092472 36.510361
86.502621 36.54858
86.872811 36.551871
87.236668 36.631415
87.401614 36.700384
87.890524 36.643469
88.305747 36.663466
88.950819 36.642463
89.215756 36.595241
89.628921 36.493499
90.314038 36.303471
90.836403 36.215338
91.548073 36.023543
92.30294 35.91204
92.876005 35.86217
93.520486 35.780448
94.300191 35.751325
94.922569 35.763121
95.464747 35.762584
96.208935 35.73057
97.114094 35.60803
97.930134 35.509261
98.290631 35.38938
98.796195 35.268788
99.216272 35.049201
99.601193 34.71007
99.944388 34.546013
100.365596 34.387188
100.855656 34.309
101.487597 34.238769
102.029568 34.095642
102.291899 34.022688
102.739114 34.011372
103.121707 34.007656
103.442946 33.973949
103.835151 33.840704
103.908742 34.125562
103.921062 34.381744
103.93011 34.577024
103.916817 34.854212
103.901672 34.217869
